Index,DOI,PageRank Score,Number of Incoming Edges,Number of Outgoing Edges,Text,"How does the incorporation of domain-specific knowledge (e.g., neuroanatomy) into AI models improve the classification accuracy for Alzheimer's disease?",How does the integration of ensemble learning methods enhance the accuracy and reliability of Alzheimer's disease prediction models using brain imaging data?,How does the integration of multiple models enhance the accuracy and reliability of prediction results  for Alzheimer's disease classification?,"How does the use of multimodal data (e.g., combining MRI and PET scans) affect the performance and reliability of AI models in Alzheimer's disease diagnosis?",How does transfer learning from pre-trained models on large-scale image datasets impact the performance of Alzheimer's disease classification models?,What are the challenges and solutions in deploying AI models for real-time Alzheimer's disease diagnosis in clinical settings?,"What are the optimal hyperparameters for Alzheimer's disease classification using transfer learning models, and how do they affect model performance?",What are the optimal hyperparameters for the classification of Alzheimer's disease using transfer learning models?,What are the performance differences observed in the models before and after applying specific improvements  for Alzheimer's disease classification?,What is the most effective configuration or combination of layers that can be added to a model to enhance its performance for image classification problems  for Alzheimer's disease classification?,What performance improvements are observed in deep learning models for Alzheimer's disease classification after applying advanced preprocessing techniques and hyperparameter tuning?,"What role do different preprocessing techniques (e.g., data augmentation, normalization) play in enhancing the performance of deep learning models for Alzheimer's disease classification?",Which combination of convolutional neural network layers and configurations leads to the most significant improvement in the accuracy of Alzheimer's disease classification models?,Which model demonstrates the highest efficiency and accuracy in handling a large volume of brain images for Alzheimer's disease classification?,title,coverDate,abstract,authors,publicationName,citedby_count,scopus_link,authkeywords,copyright,subject_areas,pageRange,year,Bib Citation
795,https://doi.org/10.1016/s1361-8415(97)85012-8,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
796,https://doi.org/10.1001/archpsyc.1990.01810230045008,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
797,https://doi.org/10.1176/ajp.153.4.564,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
798,https://doi.org/10.1093/schbul/16.2.205,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
799,https://doi.org/10.1093/schbul/16.3.433,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
800,https://doi.org/10.1176/ajp.149.6.784,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
801,https://doi.org/10.1016/0006-3223(91)90232-b,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
802,https://doi.org/10.1016/0925-4927(95)02612-2,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
803,https://doi.org/10.1016/0925-4927(96)02894-6,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
804,https://doi.org/10.1176/ajp.152.12.1721,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
805,https://doi.org/10.1002/ana.410380507,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
806,https://doi.org/10.1016/0140-6736(93)92184-u,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
807,https://doi.org/10.1097/00004583-198907000-00011,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
808,https://doi.org/10.1056/nejm199003223221201,8.88E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
809,https://doi.org/10.1007/978-94-017-7239-6_14,8.86E-05,10,7,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
810,https://doi.org/10.1016/j.compmedimag.2016.05.004,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
811,https://doi.org/10.1016/j.mri.2013.12.002,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
812,https://doi.org/10.18632/oncotarget.21819,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
813,https://doi.org/10.1111/his.13333,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
814,https://doi.org/10.1038/modpathol.2008.83,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
815,https://doi.org/10.2174/1874431101105010026,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
816,https://doi.org/10.1109/tmi.2016.2550620,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
817,https://doi.org/10.1109/tmi.2016.2546227,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
818,https://doi.org/10.1109/tpami.2015.2389824,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
819,https://doi.org/10.1109/tcyb.2017.2778799,8.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
820,https://doi.org/10.1016/j.conb.2006.03.013,8.83E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
821,https://doi.org/10.1080/0020718508961129,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
822,https://doi.org/10.1080/0020718508961130,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
823,https://doi.org/10.1080/00207170310001646264,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
824,https://doi.org/10.1080/01621459.1993.10476299,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
825,https://doi.org/10.1137/0307041,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
826,https://doi.org/10.1016/0005-1098(95)00093-c,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
827,https://doi.org/10.2514/2.2654,8.73E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
831,https://doi.org/10.1007/s11721-007-0002-0,8.59E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
833,https://doi.org/10.1111/ejn.13835,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
834,https://doi.org/10.1016/j.cub.2012.07.002,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
835,https://doi.org/10.1093/schbul/sbx172,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
836,https://doi.org/10.1016/j.neurobiolaging.2013.04.006,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
837,https://doi.org/10.1007/s11682-013-9255-y,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
838,https://doi.org/10.1227/neu.0b013e318258e9ff,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
839,https://doi.org/10.3389/fnagi.2018.00317,8.53E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
840,https://doi.org/10.1109/iccv.2015.163,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
841,https://doi.org/10.1016/j.media.2012.11.001,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
842,https://doi.org/10.1016/j.media.2011.05.005,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
843,https://doi.org/10.1109/cvpr.2015.7298643,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
844,https://doi.org/10.1109/cvpr.2015.7298712,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
845,https://doi.org/10.1109/cvpr.2015.7298959,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
846,https://doi.org/10.5244/c.26.80,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
847,https://doi.org/10.1007/978-3-319-24553-9_72,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
848,https://doi.org/10.1007/978-3-319-24553-9_62,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
849,https://doi.org/10.1016/j.compmedimag.2011.07.003,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
850,https://doi.org/10.1145/2063576.2064004,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
851,https://doi.org/10.1007/978-3-319-10584-0_22,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
852,https://doi.org/10.1007/978-3-319-10584-0_23,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
853,https://doi.org/10.1109/cvpr.2008.4587633,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
854,https://doi.org/10.1007/978-3-319-13972-2_8,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
855,https://doi.org/10.1007/s11263-014-0777-6,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
856,https://doi.org/10.1007/s11263-014-0733-5,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
857,https://doi.org/10.1007/978-3-319-10404-1_68,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
858,https://doi.org/10.1109/tpami.2016.2537339,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
859,https://doi.org/10.1109/tpami.2015.2437384,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
860,https://doi.org/10.1109/tmi.2013.2241448,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
861,https://doi.org/10.1109/tmi.2011.2168234,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
862,https://doi.org/10.5244/c.25.76,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
863,https://doi.org/10.1145/219717.219748,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
864,https://doi.org/10.1109/72.279181,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
865,https://doi.org/10.1109/isbi.2015.7163869,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
866,https://doi.org/10.1007/978-3-319-14104-6_16,8.45E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
867,https://doi.org/10.1016/b978-0-08-047865-4.50007-7,8.44E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
879,https://doi.org/10.1101/799924,8.39E-05,12,46,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
880,https://doi.org/10.1101/111294,8.39E-05,12,20,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
882,https://doi.org/10.31590/ejosat.573248,8.39E-05,12,23,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
889,https://doi.org/10.1016/j.arcmed.2012.10.017,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
890,https://doi.org/10.1093/comjnl/bxl065,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
891,https://doi.org/10.1016/j.jagp.2013.02.004,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
892,https://doi.org/10.1093/cercor/5.1.56,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
893,https://doi.org/10.1124/mol.112.084152,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
894,https://doi.org/10.1259/bjr/33620087,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
895,https://doi.org/10.1007/bf00690836,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
896,https://doi.org/10.1155/2008/258467,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
897,https://doi.org/10.1155/2013/769639,7.99E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
899,https://doi.org/10.1145/29380.29864,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
900,https://doi.org/10.1016/0304-4076(94)90038-8,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
901,https://doi.org/10.1002/1096-987x(20010415)22:5<488::aid-jcc1020>3.0.co;2-4,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
902,https://doi.org/10.1086/192242,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
903,https://doi.org/10.1007/978-1-4757-2711-1,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
904,https://doi.org/10.2307/2528823,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
905,https://doi.org/10.1007/bf02289630,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
906,https://doi.org/10.1007/bf02289694,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
907,https://doi.org/10.1007/bf02289565,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
908,https://doi.org/10.1111/j.1469-185x.1982.tb00376.x,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
909,https://doi.org/10.1007/bf02290164,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
910,https://doi.org/10.1007/bf02289621,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
911,https://doi.org/10.1007/bf02287916,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
912,https://doi.org/10.1057/palgrave.ivs.9500040,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
913,https://doi.org/10.1201/9780367805302,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
914,https://doi.org/10.2307/2344237,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
915,https://doi.org/10.1109/t-c.1969.222678,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
916,https://doi.org/10.1086/284927,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
917,https://doi.org/10.1016/s0304-3975(00)00406-0,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
918,https://doi.org/10.1007/s003579900017,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
919,https://doi.org/10.1007/bf01908601,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
920,https://doi.org/10.1007/bf01889701,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
921,https://doi.org/10.1007/bf01896809,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
922,https://doi.org/10.1093/acprof:oso/9780198510581.001.0001,7.94E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
924,https://doi.org/10.1016/0093-934x(78)90031-7,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
925,https://doi.org/10.1016/0093-934x(88)90107-1,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
926,https://doi.org/10.1016/s0010-9452(86)80041-7,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
927,https://doi.org/10.1007/bf00308658,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
928,https://doi.org/10.1097/00005072-199003000-00008,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
929,https://doi.org/2028147,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
930,https://doi.org/10.1093/brain/101.1.65,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
931,https://doi.org/10.1212/wnl.40.3_part_1.439,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
932,https://doi.org/10.1016/s0161-6420(89)32769-2,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
933,https://doi.org/10.1113/jphysiol.1968.sp008574,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
934,https://doi.org/10.1126/science.7403884,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
935,https://doi.org/10.1016/0002-9394(87)90001-8,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
936,https://doi.org/10.1016/s0002-9394(14)74985-2,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
937,https://doi.org/10.1016/0278-2626(90)90052-p,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
938,https://doi.org/10.1016/0278-2626(89)90051-1,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
939,https://doi.org/10.1016/0006-8993(89)91173-6,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
940,https://doi.org/7251315,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
941,https://doi.org/10.1001/archneur.1976.00500040062010,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
942,https://doi.org/10.1016/0304-3940(91)90191-u,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
943,https://doi.org/10.1001/archneur.1988.00520310107024,7.93E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
945,https://doi.org/10.1007/bfb0056248,7.86E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
946,https://doi.org/10.1007/bfb0026683,7.86E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
947,https://doi.org/10.1162/089976698300017467,7.86E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
949,https://doi.org/10.1016/j.patcog.2011.04.015,7.84E-05,1,0,,,,,,,,,,,,,,,,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
